"IDENTIFIER","AU APPLICATION NUMBER","SERIAL NUMBER","PCT APPLICATION NUMBER","WIPO APPLICATION NUMBER","TITLE","TYPE","FILING DATE","EARLIEST PRIORITY DATE","STATUS","INVENTORS","APPLICANTS","AGENTS","FIRST IPC MARK"
"2013291990","2013291990","","PCT/EP2013/065264","WO2014/013045","Filtration of cell culture supernatants","STANDARD","2013-07-19","2012-07-20","GRANTED","Grosse, Thomas; Niederkruger, Holger; Schaaf, Andreas","Greenovation Biotech GmbH","Phillips Ormonde Fitzpatrick","C12N5/04"
"2013902638","2013902638","","","","Clamping device for reducing venous blood flow","PROVISIONAL","2013-07-16","","LAPSED","Van Sparrentak, Niels; White, Rohan","Wave Biotech Pty Ltd","FB Rice Pty Ltd",""
"2013292894","2013292894","","PCT/CN2013/079441","WO2014/012479","Compounds for targeted immunotherapy","STANDARD","2013-07-16","2012-07-18","LAPSED","Li, Lixin","Shanghai Birdie Biotech, Inc.","Pizzeys Patent and Trade Mark Attorneys Pty Ltd","A61K39/00"
"2013286812","2013286812","","PCT/AU2013/000729","WO2014/005183","Treatment of inflammatory skin disorders","STANDARD","2013-07-04","2012-07-04","GRANTED","Jackson, Christopher John; Xue, Meilang","ZZ Biotech LLC","FPA Patent Attorneys Pty Ltd","A61K38/48"
"2013284469","2013284469","","PCT/US2013/048247","WO2014/004866","Combinations of modalities for the treatment of diabetes","STANDARD","2013-06-27","2012-06-27","LAPSED","Orban, Tihamer","DMNoMore","Davies Collison Cave Pty Ltd","A61K38/19"
"2013284460","2013284460","","PCT/US2013/048237","WO2014/004857","CTLA4 fusion proteins for the treatment of diabetes","STANDARD","2013-06-27","2012-06-27","LAPSED","Orban, Tihamer","DMNoMore","Davies Collison Cave Pty Ltd","C07K14/47"
"2013274000","2013274000","","PCT/US2013/046018","WO2013/188844","Bioconversion processes and apparatus","STANDARD","2013-06-14","2012-06-15","LAPSED","Razavi-Shirazi, Fatemeh; Dorri, Mohammad Ali; Razavi, Ameen(nmn)","Microvi Biotech Inc.","AJ PARK","C02F3/00"
"2013274014","2013274014","","PCT/US2013/046037","WO2013/188858","Novel biocatalyst compositions and processes for use","STANDARD","2013-06-14","2012-06-15","GRANTED","Razavi-Shirazi, Fatemeh; Dorri, Mohammad Ali; Dorri-Nowkoorani, Farhad; Razavi, Ameen(nmn)","Microvi Biotech Inc.","AJ PARK","C12N11/08"
"2013277528","2013277528","","PCT/US2013/045617","WO2013/192005","Differentiation of human embryonic stem cells into pancreatic endocrine cells","STANDARD","2013-06-13","2012-06-14","LAPSED","Davis, Janet; Liu, Jaijian","Janssen Biotech, Inc.","Spruson & Ferguson","C07D233/56"
"2013271375","2013271375","","PCT/US2013/044744","WO2013/185052","Compositions and methods for cancer immunotherapy","STANDARD","2013-06-07","2012-06-08","CEASED","Dubensky, Thomas W.; Leong, Meredith Lai Ling; Pardoll, Drew M.; Kim, Young Jun","Aduro BioTech, Inc.; THE JOHNS HOPKINS UNIVERSITY","FB Rice Pty Ltd","A61P37/04"
"2013276015","2013276015","","PCT/CN2013/076832","WO2013/185558","Polypeptides and antibodies for treating HBV infection and related diseases","STANDARD","2013-06-06","2012-06-11","GRANTED","Yuan, Quan; Zhang, Tianying; Luo, Wenxin; Chen, Yixin; Zhang, Jun; Xia, Ningshao","Xiamen University; Yang Sheng Tang Company, Ltd.","Davies Collison Cave Pty Ltd","C07K14/02"
"2013271581","2013271581","","PCT/US2013/044472","WO2013/184888","Differentiation of human embryonic stem cells into pancreatic endocrine cells","STANDARD","2013-06-06","2012-06-08","GRANTED","Rezania, Alireza","Janssen Biotech, Inc.","RnB IP Pty Ltd","C12N5/071"
"2013266145","2013266145","","PCT/US2013/042627","WO2013/177505","Diabetes biomarkers","STANDARD","2013-05-24","2012-05-24","LAPSED","Orban, Tihamer","Orban Biotech LLC","Davies Collison Cave Pty Ltd","G01N33/48"
"2013266215","2013266215","","PCT/US2013/042429","WO2013/177398","Non-natural consensus albumin binding domains","STANDARD","2013-05-23","2012-05-25","GRANTED","Jacobs, Steven","Janssen Biotech, Inc.","Spruson & Ferguson","C07K14/00"
"2013262630","2013262630","","PCT/US2013/041572","WO2013/173706","Huwentoxin-IV variants and methods of use","STANDARD","2013-05-17","2012-05-18","CEASED","Eckert, William; Flinspach, Mack; Hunter, Michael; Liu, Yi; Neff, Robert; Wickenden, Alan; Gibbs, Alan","Janssen Biotech, Inc.","Spruson & Ferguson","C07K14/435"
"2013262069","2013262069","","PCT/EP2013/001458","WO2013/170963","Enzymatic synthesis of L-nucleic acids","STANDARD","2013-05-16","2012-05-16","GRANTED","Pech, Andreas; David, Ralf; Jarosch, Florian; Jahnz, Michael; Klussmann, Sven","Aptarion biotech AG","Wrays","C07K1/02"
"2013261018","2013261018","","PCT/IT2013/000139","WO2013/171777","Use of Trop-2 as predictive marker of response to anti-tumor therapy based on inhibitors of CD9, Akt and molecules of the tetraspanin signalling network","STANDARD","2013-05-16","2012-05-16","LAPSED","Alberti, Saverio; Guerra, Emanuela","Oncoxx Biotech S.r.l.","AJ PARK","A61P35/00"
"2013279748","2013279748","","PCT/EP2013/059968","WO2013/189663","Conjugate of a photosensitiser and chitosan and uses thereof","STANDARD","2013-05-14","2012-05-15","CEASED","Berg, Kristian; Hogset, Anders; Masson, Mar; Gaware, Vivek S.","PCI Biotech AS","Davies Collison Cave Pty Ltd","A61K41/00"
"2013901617","2013901617","","","","Clamping device for reducing venous blood flow","PROVISIONAL","2013-05-07","","LAPSED","van Sparrentak, Niels; White, Rohan","Wave Biotech Pty Ltd","FB Rice Pty Ltd",""
"2013259706","2013259706","","PCT/US2013/039940","WO2013/169769","Differentiation of human embryonic stem cells into pancreatic endoderm","STANDARD","2013-05-07","2012-05-07","LAPSED","Rezania, Alireza","Janssen Biotech, Inc.","RnB IP Pty Ltd","C12N5/0735"
"2013256119","2013256119","","PCT/US2013/039446","WO2013/166374","Flavor, odor, and/or colorant compositions with oleaginous microorganisms and related methods","STANDARD","2013-05-03","2012-05-04","GRANTED","Norris, Leslie","Corbion Biotech, Inc.","Fraser Old & Sohn","A23L29/00"
"2013256645","2013256645","","PCT/US2013/038637","WO2013/165894","ST2L antagonists and methods of use","STANDARD","2013-04-29","2012-04-30","CEASED","Duffy, Karen; Healy, Catherine; Lamb, Roberta; Malaviya, Ravi; Pratta, Michael; Fursov, Natalie; Luo, Jinquan; Naso, Michael; Tornetta, Mark; Wheeler, John; Wu, Sheng-Jiun; Hall, LeRoy","Janssen Biotech, Inc.","Spruson & Ferguson","C07K16/24"
"2013249172","2013249172","","PCT/US2013/037261","WO2013/158938","Tailored oils","STANDARD","2013-04-18","2012-04-18","GRANTED","Franklin, Scott; Somanchi, Aravind; Rudenko, George; Bhat, Riyaz; Zhao, Xinhua; Bond, Risha; Rakitsky, Walter; Marangoni, Alejandro; Braksmayer, Diza","Corbion Biotech, Inc.","Griffith Hack","C12P7/64"
"2013248312","2013248312","","PCT/EP2013/057956","WO2013/156504","Method for increasing the secretion of recombinant proteins","STANDARD","2013-04-17","2012-04-17","GRANTED","Jost, Wolfgang; Knappenberger, Mathias; Claussnitzer, Doreen; Schaaf, Andreas","Greenovation Biotech GmbH","Phillips Ormonde Fitzpatrick","C12N15/82"
"2013246880","2013246880","","PCT/EP2013/057649","WO2013/153189","Anti-ADAMTS-5 antibody, derivatives and uses thereof","STANDARD","2013-04-12","2012-04-13","CEASED","Chiusaroli, Riccardo; Visintin, Michela; Caselli, Gianfranco; Rovati, Lucio Claudio","Rottapharm Biotech S.r.l.","FB Rice Pty Ltd","C07K16/40"
"2013204931","2013204931","","","","Antibody, kit and method for determining amyloid peptides","STANDARD","2013-04-12","2011-04-12","CEASED","Barrio, Manuel Sarasa","Araclon Biotech, S.L.","Spruson & Ferguson","C07K16/18"
"2013245825","2013245825","","PCT/US2013/036253","WO2013/155354","Surgical instrument for tissue removal","STANDARD","2013-04-11","2012-04-11","LAPSED","Dickson, Clark B.","ENT Biotech Solutions, Inc.","Spruson & Ferguson","A61B18/12"
"2013203315","2013203315","","","","Method for generating dendritic cells employing decreased temperature","STANDARD","2013-04-10","2005-12-08","GRANTED","Kirkin, Alexei; Djandjougazian, Karine; Zeuthen, Jesper","DanDrit Biotech A/S","Davies Collison Cave Pty Ltd","C12N5/0784"
"2013202820","2013202820","","","","2-Amino-5, 5-difluoro-5, 6-dihydro-4H-oxazines as BACE 1 and/or BACE 2 inhibitors","STANDARD","2013-04-08","2009-12-11","LAPSED","Banner, David; Guba, Wolfgang; Hilpert, Hans; Mauser, Harald; Mayweg, Alexander V.; Narquizian, Robert; Pinard, Emmanuel; Power, Eoin; Rogers-Evans, Mark; Woltering, Thomas; Wostl, Wolfgang","F. HOFFMANN-LA ROCHE AG; Siena Biotech S.p.A.","Spruson & Ferguson","C07D265/08"
"2013201835","2013201835","","","","Reoviruses having modified sequences","STANDARD","2013-03-22","2007-03-12","LAPSED","COFFEY, Matthew C.","Oncolytics Biotech Inc.","Griffith Hack","C12N15/46"
"2013204555","2013204555","","PCT/CA2013/000250","WO2013/163724","Protecting modified viruses from neutralizing antibodies using the reovirus sigma 1 protein","STANDARD","2013-03-15","2012-04-30","LAPSED","Coffey, Matthew C.; Thompson, Bradley G.","Oncolytics Biotech Inc.","Griffith Hack","C12N5/00"
"2013232087","2013232087","","PCT/US2013/031314","WO2013/138586","Human anti-CD27 antibodies, methods and uses","STANDARD","2013-03-14","2012-03-15","GRANTED","Chen, John; Fransson, Johan; Fursov, Natalie; Hamel, Damon; Malia, Thomas; Obmolova, Galina; Ort, Tatiana; Rycyzyn, Michael; Scully, Michael; Sweet, Raymond; Teplyakov, Alexey; Wheeler, John; Almagro, Juan Carlos","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/395"
"2013266849","2013266849","","PCT/US2013/031579","WO2013/176755","Environmental textile with hygiene sensor","STANDARD","2013-03-14","2012-05-22","LAPSED","Sanders, Mitchell C.; Havard, Jennifer M.; Jensen, Martin A.","ECI Biotech, Inc.","Davies Collison Cave Pty Ltd","D06M13/342"
"2013201431","2013201431","","","","Functional lipid constructs","STANDARD","2013-03-12","2007-10-12","GRANTED","BOVIN, Nikolai Vladimirovich; HENRY, Stephen Micheal; RODIONOV, Igor Leonidovich; TUZIKOV, Alexander Borisovich; WEINBERG, Cristina-Simona","KODE Biotech Limited","Parker, Stephen Robert","C07K7/06"
"2013230020","2013230020","","PCT/US2013/029360","WO2013/134378","Defined media for expansion and maintenance of pluripotent stem cells","STANDARD","2013-03-06","2012-03-07","CEASED","Rezania, Alireza","Janssen Biotech, Inc.","RnB IP Pty Ltd","C12N5/0735"
"2013200853","2013200853","","","","High speed sample supply device","STANDARD","2013-02-15","2006-03-10","LAPSED","Okun, Alex","Vivia Biotech S.L.","Spruson & Ferguson","G01N35/00"
"2013214833","2013214833","","PCT/US2013/024473","WO2013/116750","HaHB11 provides improved plant yield and tolerance to abiotic stress","STANDARD","2013-02-01","2012-02-02","GRANTED","Chan, Raquel Lia; Cabello, Julieta Virginia; Giacomelli, Jorge Ignacio","CONICET; Cabello, Julieta Virginia; Chan, Raquel Lia; Giacomelli, Jorge Ignacio; Inis Biotech LLC; UNL","Davies Collison Cave Pty Ltd","C12N15/82"
"2013215886","2013215886","","PCT/JP2013/052781","WO2013/115410","Anti-phospholipase D4 antibody","STANDARD","2013-01-31","2012-01-31","GRANTED","Cho, Minkwon; Yamazaki, Tomohide; Endo, Mayuki; Ishida, Koji","SBI Biotech Co., Ltd.","Davies Collison Cave Pty Ltd","C07K16/28"
"2013214646","2013214646","","PCT/CA2013/000087","WO2013/113099","Apparatus and method for electrically stimulating pressure-loaded muscles","STANDARD","2013-01-31","2012-01-31","LAPSED","Mushahwar, Vivian; Isaacson, Glen; Ahmetovic, Alisa; Sommer, Ryan","Prev Biotech Inc.","Spruson & Ferguson","A61H39/00"
"2013211646","2013211646","","PCT/EP2013/051166","WO2013/110622","Fluoromethyl-5,6-dihydro-4h-[1,3]oxazines","STANDARD","2013-01-23","2012-01-26","CEASED","Hilpert, Hans; Humm, Roland; Woltering, Thomas","F. HOFFMANN-LA ROCHE AG; Siena Biotech S.p.A","Spruson & Ferguson","C07D401/12"
"2013287280","2013287280","","PCT/US2013/022325","WO2014/011209","Compositions and methods of use of phorbol esters for the treatment of stroke","STANDARD","2013-01-18","2012-01-18","GRANTED","Han, Zheng Tao; Chen, Hung-Fong","Biosuccess Biotech Co., Ltd.","Griffith Hack","A61K31/122"
"2013209524","2013209524","","PCT/US2013/022324","WO2013/110006","Compositions and methods of use of phorbol esters","STANDARD","2013-01-18","2012-01-18","LAPSED","Han, Zheng Tao; Chen, Hung-Fong","Biosuccess Biotech Co. Ltd.","Griffith Hack","A61K31/21"
"2013211346","2013211346","","PCT/CN2013/070573","WO2013/107355","Anti-HBc quantitative detection method and uses thereof in monitoring and controlling disease progression of chronic hepatitis B patient and in predicting therapeutic effect","STANDARD","2013-01-17","2012-01-21","GRANTED","Yuan, Quan; Song, Liuwei; Zhou, Wenbin; Weng, Zuxing; Xu, Feihai; Ge, Shengxiang; Zhang, Jun; Xia, Ningshao","Xiamen Innovax Biotech Co., Ltd.; Xiamen University","Davies Collison Cave Pty Ltd","G01N33/576"
"2012356894","2012356894","","PCT/EP2012/076606","WO2013/092983","Enzymatic conjugation of polypeptides","STANDARD","2012-12-21","2011-12-23","GRANTED","Bregeon, Delphine; Dennler, Patrick; Belmant, Christian; Gauthier, Laurent; Romagne, Francois; Fischer, Eliane; Schibli, Roger","ARARIS BIOTECH LTD.","AJ PARK","A61K47/54"
"2012359039","2012359039","","PCT/US2012/070486","WO2013/096380","Anti-PHF-tau antibodies and their uses","STANDARD","2012-12-19","2011-12-20","GRANTED","Alderfer, Christopher; Janecki, Dariusz; Lu, Xuesong; Murdock, Melissa; Wu, Sheng-Jiun; Mercken, Marc; Vandermeeren, Marc","Janssen Biotech, Inc.","Spruson & Ferguson","C07K16/00"
"2012261660","2012261660","","","","SPLICE SWITCHING OLIGOMERS FOR TNF SUPERFAMILY RECEPTORS AND THEIR USE IN TREATMENT OF DISEASE","STANDARD","2012-12-11","2005-11-10","LAPSED","Sazani, Peter L.; Kole, Ryszard; Orum, Henrik","Ercole Biotech, Inc.; Santaris Pharma A/S; The University of North Carolina at Chapel Hill","Pizzeys Patent and Trade Mark Attorneys Pty Ltd","A61K31/712"
"2012355698","2012355698","","PCT/US2012/068439","WO2013/095953","Differentiation of human embryonic stem cells into single hormonal insulin positive cells","STANDARD","2012-12-07","2011-12-22","GRANTED","Rezania, Alireza","Janssen Biotech, Inc.","RnB IP Pty Ltd","C12N5/0735"
"2012395641","2012395641","","PCT/CN2012/085547","WO2014/082254","Inhibitory oligonucleotide and use thereof","STANDARD","2012-11-29","2012-11-29","CEASED","Esashi, Eiji; Wang, Liying; Yu, Yongli","SBI Biotech Co., Ltd.","Davies Collison Cave Pty Ltd","A61K31/711"
"2012395148","2012395148","","PCT/IB2012/056700","WO2014/080251","Hydrophilic linkers and their uses for conjugation of drugs to cell binding molecules","STANDARD","2012-11-24","2012-11-24","GRANTED","Zhao, R. Yongxin","Hangzhou DAC Biotech Co., Ltd.","A.P.T. Patent and Trade Mark Attorneys","C07C317/02"
"2012342047","2012342047","","PCT/IB2012/056643","WO2013/076687","Recombinant nitrogen-fixing bacterial strain, inoculum containing the same and application methods","STANDARD","2012-11-22","2011-11-24","CEASED","Soto, Gabriela Cynthia; Ayub, Nicolas Daniel; Setten, Lorena María","Consejo Nacional de Investigaciones Cientificas Y Tecnicas (Conicet); Inis Biotech LLC; Instituto Nacional de Tecnologia Agropecuaria (INTA)","Davies Collison Cave Pty Ltd","A01N63/00"
"2012335543","2012335543","","PCT/US2012/064381","WO2013/071058","HER3 antibodies and uses thereof","STANDARD","2012-11-09","2011-11-09","CEASED","Zhou, Tong; Buchsbaum, Donald J.; Chen, Xian; Shen, Enyun","Beijing Cotimes Biotech Co., Ltd.,; The UAB Research Foundation","Griffith Hack","C07K16/28"
"2012244391","2012244391","","","","Anti-ILT7 antibody","STANDARD","2012-11-05","2005-12-20","GRANTED","KAMOGAWA, Yumiko; ARAI, Naoko; ISHIDA, Koji; CHO, Minkwon","SBI Biotech Co., Ltd.","Davies Collison Cave Pty Ltd","C07K16/28"
"2012244361","2012244361","","","","STENT VALVES AND USES OF SAME","STANDARD","2012-11-02","2000-01-31","EXPIRED","Osse, Francisco Jose; Thorpe, Patricia E.; Obermiller, F. Joseph","Cook Biotech Incorporated; Cook Incorporated","Phillips Ormonde Fitzpatrick","A61F2/06"
"2012328173","2012328173","","PCT/GB2012/052675","WO2013/061083","Therapeutic agents and uses thereof","STANDARD","2012-10-26","2011-10-28","GRANTED","Strand, Sven-Erik; Tran, Amanda Thuy; Axelsson, Sven-Niklas Anders","Janssen Biotech, Inc.","FPA Patent Attorneys Pty Ltd","C07K16/30"
"2012327275","2012327275","","PCT/EP2012/070945","WO2013/060668","New therapy for transthyretin-associated amyloidosis","STANDARD","2012-10-23","2011-10-24","GRANTED","Centellas Casado, Marc; Insa Boronat, Raul; Reig Bolano, Nuria; Gavalda Batalla, Nuria","Som Innovation Biotech, S.L.","FPA Patent Attorneys Pty Ltd","A61K31/04"
"2012324824","2012324824","","PCT/EP2012/070769","WO2013/057258","Processes for the preparation of  6-Chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide and of its precursors","STANDARD","2012-10-19","2011-10-20","GRANTED","Diodato, Enrica; Marcucci, Katia; Thomas, Russell; Wiedenau, Paul; Rettig, Martin; Roberts, Huw","Ipsol AG","TJIP Patents, Trade Marks & Designs","C07D209/88"
"2012326540","2012326540","","PCT/US2012/059338","WO2013/059023","Crystallization resistant frozen food products","STANDARD","2012-10-09","2011-10-21","GRANTED","Finley, John; Karpeles, Rachelle","Board of Supervisors of Louisiana State University and Agricultural and Mechanical College; Corbion Biotech, Inc","Fraser Old & Sohn","A23G9/00"
"2012320088","2012320088","","PCT/IB2012/055334","WO2013/050962","ECM composition, tumor microenvironment platform and methods thereof","STANDARD","2012-10-04","2011-10-04","CEASED","Sundaram, Mallikarjun; Majumder, Pradip; Majumder, Biswanath; Jain, Misti; Thiagarajan, Saravanan; Pinto, Dency; Radhakrishnan, Padhma","Mitra Rxdx India Private Limited","Spruson & Ferguson","C12N15/09"
"2012238198","2012238198","","","","Human anti-IL-23 antibodies, compositions, methods and uses","STANDARD","2012-10-04","2005-12-29","LAPSED","Benson, Jacqueline; Carton, Jill; Cunningham, Mark; Orlovsky, Yevgeniya I.; Rauchenberger, Robert; Sweet, Raymond","Janssen Biotech Inc.","Spruson & Ferguson","A61K39/395"
"2012314355","2012314355","","PCT/EP2012/069219","WO2013/045632","Split inteins and uses thereof","STANDARD","2012-09-28","2011-09-28","GRANTED","Pallisse Bergwerf, Roser; Schmidt, Stefan Robert; Marco Feliu, Didac; Carvajal Vallejos, Patricia Karina","Zera Intein Protein Solutions, S.L.","Collison & Co","C12N15/62"
"2012316080","2012316080","","PCT/US2012/057436","WO2013/049275","Fibronectin type lll repeat based protein scaffolds with alternative binding surfaces","STANDARD","2012-09-27","2011-09-27","GRANTED","Diem, Michael; Jacobs, Steven","Janssen Biotech, Inc.","Spruson & Ferguson","C40B50/00"
"2012227253","2012227253","","","","Non-codeine opioid analgesic process and formulations","STANDARD","2012-09-21","2006-03-15","LAPSED","Keane, Michael","Biotech Pharmaceuticals Pty Ltd","FPA Patent Attorneys Pty Ltd","A61K9/20"
"2012312225","2012312225","","PCT/US2012/056492","WO2013/043973","Cachexia treatment","STANDARD","2012-09-21","2011-09-23","GRANTED","Simard, John","XBiotech Inc.","Spruson & Ferguson","A61K39/395"
"2012304358","2012304358","","PCT/US2012/054308","WO2013/036868","Synthesis and uses of nucleic acid compounds with conformationally restricted monomers","STANDARD","2012-09-07","2011-09-07","LAPSED","Matray, Tracy J.; Maciagiewicz, Iwona M.; Houston Jr., Michael E.","Marina Biotech Inc.","FB Rice Pty Ltd","C07H19/06"
"2012389380","2012389380","","PCT/CN2012/081146","WO2014/036726","MicroRNA in human milk and use thereof","STANDARD","2012-09-07","2012-09-07","LAPSED","Zhang, Chenyu; Si, Qin; Xilin, Qiqige; Chen, Xi; Zhang, Qipeng; Zeng, Ke; Wu, Lan","Micromedmark Biotech Co., Ltd.","FPA Patent Attorneys Pty Ltd","C12N15/117"
"2012298659","2012298659","","PCT/US2012/052463","WO2013/029037","Space-efficient containment devices and method of making same","STANDARD","2012-08-27","2011-08-25","GRANTED","Farra, Robert","Microchips Biotech, Inc.","Pizzeys Patent and Trade Mark Attorneys Pty Ltd","A61B5/07"
"2012293574","2012293574","","PCT/ES2012/070624","WO2013/021093","Use of cardiotrophin-1 for the treatment of kidney diseases","STANDARD","2012-08-10","2011-08-10","LAPSED","Garcia Cenador, Begona; Garcia Criado, Javier; Lopez Hernandez, Francisco Javier; Lopez Novoa, Jose Miguel; Perez De Obanos Martell, Maria Pilar; Ruiz Echeverria, Juan","DIGNA Biotech, S.L.; Universidad de Salamanca","Collison & Co","A61K38/19"
"2012293272","2012293272","","PCT/IL2012/000295","WO2013/021377","Novel peptides, compositions comprising the same and uses thereof in methods for the treatment of metabolic, cardiac and immune-related disorders","STANDARD","2012-08-06","2011-08-08","LAPSED","Sandler, Tamara; Devary, Orly","Two To Biotech Ltd.","Phillips Ormonde Fitzpatrick","C07K14/435"
"2012291617","2012291617","","PCT/IL2012/050288","WO2013/018098","Long-acting growth hormone and methods of producing same","STANDARD","2012-08-02","2011-08-02","GRANTED","Fares, Fuad; Fima, Udi Eyal","OPKO Biologics Ltd.","Allens Patent & Trade Mark Attorneys","C07K14/61"
"2012285710","2012285710","","PCT/EP2012/064196","WO2013/011095","Dosage of DnaK","STANDARD","2012-07-19","2011-07-21","CEASED","Legon, Thierry; Pirotton, Sabine; Duchateau, Jean","BioTech Tools S.A.","Wrays","A61K39/35"
"2012385228","2012385228","","PCT/IB2012/053554","WO2014/009774","Conjugates of cell binding molecules with cytotoxic agents","STANDARD","2012-07-12","2012-07-12","GRANTED","Zhao, R. Yongxin; Zhang, Yue; Ma, Yourang","Hangzhou DAC Biotech Co., Ltd","A.P.T. Patent and Trade Mark Attorneys","C07K5/02"
"2012205259","2012205259","","","","Automated tissue engineering system","STANDARD","2012-07-11","2002-04-08","EXPIRED","Hagg, Ruppert; Larcher, Yves; Misener, D. Lowell; Pecaric, Martin R.; Pugh, Sydney M.; Smith, Timothy J.N.; Tommasini, Roberto","Octane Biotech, Inc.","Phillips Ormonde Fitzpatrick","C12M3/04"
"2012902874","2012902874","","","","Treatment of inflammatory skin disorders","PROVISIONAL","2012-07-04","","LAPSED","Not Given","ZZ Biotech LLC","FPA Patent Attorneys Pty Ltd",""
"2012332014","2012332014","","PCT/CA2012/050432","WO2013/063695","Compositions and methods for preventing and treating oral diseases","STANDARD","2012-06-27","2011-10-31","GRANTED","Lovetri, Karen; Madhyastha, Srinivasa; Yakandawala, Nandadeva; Gawande, Purushottam V.; Froehlich, Gord","Kane Biotech Inc.","Davies Collison Cave Pty Ltd","C07K14/79"
"2012370413","2012370413","","PCT/CN2012/000855","WO2013/188992","A co-crystallization method adopted to boost the erythritol sweetness and product thus obtained","STANDARD","2012-06-21","2012-06-21","LAPSED","Wang, Tinggang; Han, Yi","Zibo Zhongshun Biotech Co., Ltd.","Davies Collison Cave Pty Ltd","A23L1/09"
"2012274160","2012274160","","PCT/EP2012/061798","WO2012/175541","Deuterium-enriched 4-hydroxy-5-methoxy-N,1-dimethyl-2-oxo- N-[(4-trifluoro-methyl)phenyl]-1,2-dihydroquinoline-3-carboxamide","STANDARD","2012-06-20","2011-06-22","CEASED","Svensson, Leif","Active Biotech AB","Davies Collison Cave Pty Ltd","C07D215/54"
"2012269907","2012269907","","PCT/IN2012/000432","WO2012/172574","Vaccine composition comprising an inactivated chikungunya virus strain","STANDARD","2012-06-18","2011-06-17","GRANTED","Ella, Krishna Murthy; Kandaswamy, Sumathy","Bharat Biotech International Limited","FB Rice Pty Ltd","C07K14/18"
"2012269031","2012269031","","PCT/EP2012/061404","WO2012/172037","A method for the production of hydrolyzed allergens","STANDARD","2012-06-15","2011-06-15","CEASED","Placier, Gael; Frisch, Laetitia; Legon, Thierry; Benoit, Marie-Ange","BioTech Tools S.A.","Wrays","C07K1/14"
"2012267620","2012267620","","PCT/US2012/041593","WO2012/170843","Pressurized Vessel of Nitric Oxide (NO)","STANDARD","2012-06-08","2011-06-10","CEASED","Fine, David H.; Johnson, Bryan","VERO Biotech LLC.","Spruson & Ferguson","A01N25/02"
"2012261869","2012261869","","PCT/US2012/040744","WO2012/167251","Long-acting GLP-1/Glucagon receptor agonists","STANDARD","2012-06-04","2011-06-02","GRANTED","Fima, Udi Eyal; Hershkovitz, Oren","OPKO Biologics Ltd.","Griffith Hack","C07K14/605"
"2012266544","2012266544","","PCT/EP2012/060457","WO2012/168164","Halogen-alkyl-1,3 oxazines as BACE1 and/or BACE2 inhibitors","STANDARD","2012-06-04","2011-06-07","LAPSED","Woltering, Thomas","F. HOFFMANN-LA ROCHE AG; Siena Biotech S.p.A","Spruson & Ferguson","C07D413/12"
"2012265320","2012265320","","PCT/CN2012/076378","WO2012/163289","Fusion protein comprising diphtheria toxin non-toxic mutant CMR197 or fragment thereof","STANDARD","2012-06-01","2011-06-01","CEASED","Li, Shaowei; Song, Cuiling; Yang, Chunyan; Gu, Ying; Luo, Wenxin; Xia, Ningshao","Xiamen Innovax Biotech Co. Ltd.; Xiamen University","Davies Collison Cave Pty Ltd","C07K19/00"
"2012262534","2012262534","","PCT/US2012/039401","WO2012/166534","Method of determining vasoreactivity using inhaled nitric oxide","STANDARD","2012-05-24","2011-05-27","CEASED","Watts, Tammy; Roscigno, Robert F.; Fine, David H.; Rubin, Lewis J.","VERO Biotech LLC.","Spruson & Ferguson","A61K31/5575"
"2012259893","2012259893","","PCT/JP2012/062935","WO2012/161160","Strain belonging to Bacillus genus, microbiological agent, and plant cultivation method","STANDARD","2012-05-21","2011-05-26","GRANTED","Amaki, Yusuke; Tanaka, Keijitsu; Tanaka, Motoki; Takahashi, Akitomo","SDS Biotech K.K.","Griffith Hack","C12N1/00"
"2012257834","2012257834","","PCT/EP2012/058707","WO2012/156284","1,3-Oxazines as BACE1 and/or BACE2 inhibitors","STANDARD","2012-05-11","2011-05-16","LAPSED","Hilpert, Hans; Narquizian, Robert; Pinard, Emmanuel; Polara, Alessandra; Rogers-Evans, Mark; Woltering, Thomas; Wostl, Wolfgang","F. HOFFMANN-LA ROCHE AG; Siena Biotech S.p.A","Spruson & Ferguson","C07D265/08"
"2012255595","2012255595","","PCT/CA2012/050279","WO2012/155262","Virus-like particles and process for preparing same","STANDARD","2012-05-01","2011-05-13","LAPSED","Leclerc, Denis; Savard, Pierre","Folia Biotech Inc.","James & Wells Intellectual Property","C12N7/01"
"2012255594","2012255594","","PCT/CA2012/050278","WO2012/155261","Papaya Mosaic Virus compositions and uses thereof for stimulation of the innate immune response","STANDARD","2012-05-01","2011-05-13","LAPSED","Leclerc, Denis; Lamarre, Alain","Folia Biotech Inc.; Lamarre, Alain","James & Wells Intellectual Property","A61K39/39"
"2012249359","2012249359","","PCT/US2012/035613","WO2012/149439","IL4/IL13 binding repeat proteins and uses","STANDARD","2012-04-27","2011-04-29","LAPSED","Jacobs, Steven A.; O'Neil, Karyn T.; Baumann, Michael; Sennhauser, Gaby","Janssen Biotech, Inc.; Molecular Partners AG","Spruson & Ferguson","C07K14/47"
