Category,Companies,Description,Additional Info,Location,City,Additional Info 2,Contact,Companies_full,url,Latitude,Longitude
Other RM product developers,Inventia lifescience,3D printed tissue,https://inventia.life/,,Sydney,,,,https://inventia.life/,46.3144754,11.0480288
Advanced Medicine tools providers - with physical presence in Australia,Invetech,,https://www.invetechgroup.com/,,,,,,https://www.invetechgroup.com/,46.3144754,11.0480288
,Invion Limited,,,"100 Albert Road, South Melbourne VIC 3205",Melbourne,,,Invion Limited,https://inviongroup.com/,-37.8349065,144.9711388
Funding sources,IP Group Pty Ltd,,https://www.ipgroupanz.com/,,,,,,https://www.ipgroupanz.com/,46.3144754,11.0480288
Clinical CRO,IQVIA Biotech,,,,Sydney,,Michelle Ng,,,46.3144754,11.0480288
Supporting initiatives,ISCT ANZ,translate cell & gene therapies into safe and effective treatments to improve patients' lives.,https://www.isctglobal.org/home,,Perth,,Zlatibor Velickovic,,https://www.isctglobal.org/home,46.3144754,11.0480288
,James & Wells Australia,,,"Suite 5, Level 22, Central Plaza One, 345 Queen St, Brisbane QLD 4000 Australia",Brisbane,,,James & Wells Australia,http://www.jamesandwells.com/,,
,James & Wells Australia,,,"Level 2, 123 Carlton Gore Road, Newmarket, Auckland 1023, New Zealand",Auckland,,,James & Wells Australia,,,
,James & Wells Australia,,,"Suite 2, Level 6, 160 Queen Street, Melbourne Victoria 3000",Melbourne,,,James & Wells Australia,,,
Commerical providers of Advanced Medicines,Janssen-Cilag,Ex-vivo gene/cell therapy Carvykti.,,,,,,,,46.3144754,11.0480288
,Johnson Matthey (Aust) Ltd,,,"64 Lillee Crescent, Tullamarine Melbourne",Melbourne,,,Johnson Matthey (Aust) Ltd,http://www.matthey.com.au/,-37.7096132,144.848763
Supporting initiatives,Jumar Bioincubator,connect early-stage and scaling biotech ventures with the support they need to progress discoveries towards real-world treatments and therapies.,https://www.jumarbio.com/,,Melbourne,,Camille Shanahan,,https://www.jumarbio.com/,46.3144754,11.0480288
,Kantara Consulting,,,,,,,Kantara Consulting,https://kantaraconsulting.com.au/,46.3144754,11.0480288
,Kurraba Group,,,"Level 15, 124 Walker Street, North Sydney NSW 2060",Sydney,,,Kurraba Group,https://www.kurrabagroup.com/,,
,"La Trobe University, Innovation & Commercialisation",,,,Melbourne,,,"La Trobe University, Innovation & Commercialisation",http://www.latrobe.edu.au/researchers/innovation-commercialisation,46.3144754,11.0480288
,Labcorp,,,,,,,Labcorp,https://www.labcorp.com/,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Lady Cilento Children's Hospital,,CAR T,,Brisbane,Dr Kenneth Micklethwaite,Dr Kenneth Micklethwaite,,,46.3144754,11.0480288
,LBT Innovations,,,"16 Anster St, Adelaide SA 5000",Adelaide,,,LBT Innovations,http://www.lbtinnovations.com/,-34.9254796,138.5983449
,Life Sciences Queensland Ltd (LSQ),,,"37 Kent Street, Woolloongabba, Queensland 4102",Brisbane,,,Life Sciences Queensland Ltd (LSQ),http://www.lsq.com.au/,-27.498964,153.0316378
,Linear Clinical Research Ltd,,,"QEII Medical Centre, First Floor, B Block, Hospital Avenue, Nedlands WA 6009, Australia",,,,Linear Clinical Research Ltd,https://www.linear.org.au/,,
Institutions treating patients with CGT pharmaceuticals,Lions Eye Institute,,eye GT,,Perth,Prof. P. Elizabeth Rakoczy,Prof. P. Elizabeth Rakoczy,,,46.3144754,11.0480288
Research facilities,Lions Eye Institute,,,,Perth,,,,,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Liverpool Hospital,,T cells Multiple Schlerosis,,Sydney,"Kiren Kresa-Reahl, MD","Kiren Kresa-Reahl, MD",,,46.3144754,11.0480288
Advanced Medicine tools providers - with physical presence in Australia,LONZA,,www.lonzaboiscience.com.au,,,,Chong-Meng Chai,,www.lonzaboiscience.com.au,46.3144754,11.0480288
,Lucid Health Consulting Pty Ltd,,,"32 Mitchell St, McMahons Pt NSW 2060",Sydney,,,Lucid Health Consulting Pty Ltd,http://www.lucidhealthcon.com/,-33.8437214,151.2033969
,Lusid Pty Ltd,,,,,,,Lusid Pty Ltd,,46.3144754,11.0480288
,M:M Bio,,,"99 Park Drive, Milton, Abingdon, England, OX14 4RY",,,,M:M Bio,https://www.molecule2medicine.com/,,
,Macarthur Human Capital,,,,,,,Macarthur Human Capital,https://www.macarthurhc.com.au/,46.3144754,11.0480288
Research facilities,Macquarie Uni,gene therapy ALS/MND/LGD/AD/dementia/dravet syndrome,,,Sydney,,,,,46.3144754,11.0480288
,Macquarie University - Faculty of Medicine & Health Sciences,,,,,,,Macquarie University - Faculty of Medicine & Health Sciences,http://www.mq.edu.au/about/about-the-university/faculties-and-departments/faculty-of-medicine-and-health-sciences,46.3144754,11.0480288
,Madderns Patent & Trade Mark Attorneys,,,,,,,Madderns Patent & Trade Mark Attorneys,http://www.madderns.com.au/,46.3144754,11.0480288
non TGA autologous MSC transplant,Magellan,physician exemption for minimal manipulation,www.magellanstemcells.com.au,,,,,,www.magellanstemcells.com.au,46.3144754,11.0480288
,MaH Clinical Trial Solutions,,,"6/256E New Line Road, Dural, NSW 2158, Sydney, Australia ",Sydney,,,MaH Clinical Trial Solutions,https://www.mahpharma.com/,,
,Marken,,,"Unit 5/14 Ashtan Place, Banyo, QLD, 4014 Australia",Brisbane,,,Marken,https://www.marken.com/,,
,Marken,,,"Unit 1/2 Distribution Lane, Sockburn, Christchurch, 8042 New Zealand",,,,Marken,,-43.54037925,172.5487134
,Marken,,,"No.1 Shunqiang Rd., 2nd Floor, West Side building #1, Shunyi District Beijing 101300 China",,,,Marken,,,
,Marken,,,"Unit 12-13, 10/F, Peninsula Tower, 538 Castle Peak Road, Cheung Sha Wan, Kowloon, Hong Kong China",,,,Marken,,,
,Marken,,,"Plot No. 46/5, Survey no.348/1, Cooperative Industrial Estate, Gandhi Nagar, Kutbullapur, Hyderabad  Telangana 500037",,,,Marken,,,
Research facilities,Mater Research Institute,"CAR T cells in relapsed/refractory lymphoma, virus specific T cells",Maher Gandhi,,Brisbane,,Maher Gandhi,,,46.3144754,11.0480288
,McCloud Consulting Group,,,"Suite 13/23 Narabang Way, Belrose NSW 2085, Sydney, Australia",Sydney,,,McCloud Consulting Group,http://www.mccloudcg.com/,,
,McCullough Robertson Lawyers,,,,,,,McCullough Robertson Lawyers,https://www.mccullough.com.au/,46.3144754,11.0480288
Supporting initiatives,Medicines Australia,Member organisation for research-based pharmaceutical industry of Australia,https://www.medicinesaustralia.com.au/,,Canberra,,Anne-Maree Englund,,https://www.medicinesaustralia.com.au/,46.3144754,11.0480288
,Medtechnique Consulting,,,,,,,Medtechnique Consulting,http://www.medtechnique.com.au/,46.3144754,11.0480288
,Medtronic Australasia Pty Ltd,,,"2 Alma Road, Macquarie Park, NSW 2113 Australia",Sydney,,,Medtronic Australasia Pty Ltd,http://www.medtronic.com.au/,-33.7750249,151.1232014
,Meizon Innovation,,,,,,,Meizon Innovation,https://www.linkedin.com/company/meizon-innovation-pty-ltd/,46.3144754,11.0480288
Supporting initiatives,Melbourne Academic Centre for Health,,https://machaustralia.org/,,Melbourne,,Lauren Wallis,,https://machaustralia.org/,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Melbourne Children's Trial Centre (MCTC),,,,Melbourne,Andrew Davidson,Andrew Davidson,,,46.3144754,11.0480288
,"Melbourne School of Engineering, The University of Melbourne",,,,Sydney,,,"Melbourne School of Engineering, The University of Melbourne",https://eng.unimelb.edu.au/,46.3144754,11.0480288
Advanced Medicine tools providers - with physical presence in Australia,Merck Group,continuous bioprocessing and QC,https://www.merckgroup.com/au-en/expertise/life-science/pharma-biotech.html,"Ground Floor, Building 1, 885 Mountain Highway, Bayswater, VIC 3153 Australia",Melbourne,,,,https://www.merckgroup.com/au-en/expertise/life-science/pharma-biotech.html,,
Companies developing Advanced Medicines,Mesoblast Limited,autologous MSC,https://www.mesoblast.com/,"55 Collins Street, Level 38, Melbourne 3000",Melbourne,,Silviu Itescu,,https://www.mesoblast.com/,,
,Mesoblast Limited,,,"505 Fifth Avenue, Level 3, New York, NY 10017",,,,Mesoblast Limited,,,
,Mesoblast Limited,,,"21 Biopolis Road, #01-22 Nucleos (South Tower), Singapore 138567",,,,Mesoblast Limited,,,
Advanced Medicine tools providers - with physical presence in Australia,Messenger Bio,mRNA synthesis for preclinical discovery,https://www.messenger.bio/,,Melbourne,,Denzil Furtado,,https://www.messenger.bio/,46.3144754,11.0480288
,mexec,,,,,,,mexec,http://www.mexeccareers.com/,46.3144754,11.0480288
,Microba Pty Ltd,,,,,,,Microba Pty Ltd,http://www.microba.com/,46.3144754,11.0480288
,Microbio,,,,,,,Microbio,http://microbio.com.au/,46.3144754,11.0480288
Advanced Medicine tools providers - with physical presence in Australia,Miltenyi Biotec,"bioreactor, media and cell sorting",www.miltenyi.com,,Sydney,,Matt Banfield,,www.miltenyi.com,46.3144754,11.0480288
,MINIMUM bio Pty Ltd,,,,,,,MINIMUM bio Pty Ltd,https://minimumbio.com/,46.3144754,11.0480288
,Mobius Medical Pty Ltd,,,"Suite 1403/275 Alfred Street, North Sydney, NSW 2060 Australia",Sydney,,,Mobius Medical Pty Ltd,https://mobiusmedical.com.au/,,
,Mobius Medical Pty Ltd,,,400 S 4th St Ste 410 Minneapolis MN 55415 USA,,,,Mobius Medical Pty Ltd,,,
Companies developing Advanced Medicines,Moderna,,,"Level 49, 101 Collins St, Melbourne VIC 3000",Melbourne,,,,,,
Institutions treating patients with CGT pharmaceuticals,Monash Childrens Hospital,,umbilical cord derived cells,,Melbourne,Dr Atul Malhotra,Dr Atul Malhotra,,,46.3144754,11.0480288
,Monash College,,,,,,,Monash College,https://www.monashcollege.edu.au/,46.3144754,11.0480288
,Monash Innovation,,,,,,,Monash Innovation,http://monash.edu/industry/,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Monash Medical Centre,,"human amnion epithelial cells, MSC",,Melbourne,"Dr Rebecca Lim, Prof Thanh Phan, Roger Brown, K Segal, PhD","Dr Rebecca Lim, Prof Thanh Phan, Roger Brown, K Segal, PhD",,,46.3144754,11.0480288
Supporting initiatives,Monash Partners,,https://monashpartners.org.au/,,Melbourne,,Angela Jones,,https://monashpartners.org.au/,46.3144754,11.0480288
Research facilities,Monash RNA,,https://www.monash.edu/mrna,,Melbourne,,,,https://www.monash.edu/mrna,46.3144754,11.0480288
Supporting initiatives,Monash Training Centre for mRNA,,https://www.monash.edu/mrna-workforce-training-centre/about,,Melbourne,,Jennifer Short,,https://www.monash.edu/mrna-workforce-training-centre/about,46.3144754,11.0480288
Research facilities,Monash University,"clinical quality registers, T-regs for lupus, iPSC derived CAR T, mitochondrial transfer","Rasa Ruseckaite, Josh Ooi, Alan Trounson, John Carroll",,Melbourne,,Alan Trounson,,,46.3144754,11.0480288
,Morgans Financial Limited,,,"Riverside Centre, Level 29/123 Eagle St, Brisbane City QLD 4000",Brisbane,,,Morgans Financial Limited,http://www.morgans.com.au/,,
,Morgans Financial Limited,,,"Level 21/88 Phillip St, Sydney NSW 2000",Sydney,,,Morgans Financial Limited,,,
,Morgans Financial Limited,,,"367 Collins St, Melbourne VIC 3000",Melbourne,,,Morgans Financial Limited,,-37.8174397,144.9625232
,Morgans Financial Limited,,,"Level 1/25 Napier Cl, Deakin ACT 2600",Canberra,,,Morgans Financial Limited,,,
,Morgans Financial Limited,,,"Level 9/86 Collins St, Hobart TAS 7000",Hobart,,,Morgans Financial Limited,,,
,Morgans Financial Limited,,,"Level 2/36 Mitchell St, Darwin City NT 0800",Darwin,,,Morgans Financial Limited,,,
,Morgans Financial Limited,,,"Level 1/70 Hindmarsh Square, Adelaide SA 5000",Adelaide,,,Morgans Financial Limited,,,
,Morgans Financial Limited,,,"Level 4, 50 Colin Street, West Perth WA 6005",Perth,,,Morgans Financial Limited,,,
Funding sources,MRFF,,https://www.health.gov.au/our-work/medical-research-future-fund,,,,,,https://www.health.gov.au/our-work/medical-research-future-fund,46.3144754,11.0480288
Supporting initiatives,MTP Connect/ REDI,Australia's Life Sciences Innovation Accelerator to support the medical products sector,https://www.mtpconnect.org.au/,,Melbourne,,Jarrod Belcher,,https://www.mtpconnect.org.au/,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Murdoch Childrens Research Institute,,cord blood MNC for heart,,Melbourne,"Salvatore Pepe and Christian P Brizard, Andrew Davidson","Salvatore Pepe and Christian P Brizard, Andrew Davidson",,,46.3144754,11.0480288
,Murdoch Children's Research Institute,,,,,,,Murdoch Children's Research Institute,http://www.mcri.edu.au/,46.3144754,11.0480288
Research facilities,Murdoch Childrens Research Institute (MCRI),,,,Melbourne,,,,,46.3144754,11.0480288
Research facilities,Murdoch University,,,,Perth,,,,,46.3144754,11.0480288
non TGA licensed phase 0/1 manufacture facilities,National Biologics Facility,process development and Phase I manufacture,https://www.nationalbiologicsfacility.com/,,Brisbane,,,,https://www.nationalbiologicsfacility.com/,46.3144754,11.0480288
,National Foundation for Medical Research and Innovation,,,,,,,National Foundation for Medical Research and Innovation,http://www.nfmri.org.au/,46.3144754,11.0480288
,Navbit Pty Ltd,,,"Suite 201, National Innovation Centre, 4 Cornwallis Street, South Eveleigh 2015, Eveleigh. Australia.",,,,Navbit Pty Ltd,https://navbit.com/,,
,Neo-Bionica,,,,,,,Neo-Bionica,https://neo-bionica.com/,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Nepean Hospital,,iPSC-MSC,,Sydney,"Jolanta Airey, MD","Jolanta Airey, MD",,,46.3144754,11.0480288
,Neuren Pharmaceuticals Limited,,,"Suite 201, 697 Burke Road, Camberwell, VIC 3124 Australia",Melbourne,,,Neuren Pharmaceuticals Limited,http://www.neurenpharma.com/,,
,Neuroscience Trials Australia,,,"30 Royal Parade, Parkville, Victoria 3052",Melbourne,,,Neuroscience Trials Australia,https://neurosciencetrialsaustralia.com/,-37.79832015,144.9585517
,Newline Australia Insurance Pty Ltd,,,,,,,Newline Australia Insurance Pty Ltd,http://www.connectliability.com.au/,46.3144754,11.0480288
,Next Science Technologies Pty Ltd,,,"10550 Deerwood Park Blvd #300, Jacksonville, FL 32256",,,,Next Science Technologies Pty Ltd,https://www.nextscience.com/,,
,Nexus APAC,,,"10 Bourke St, Barton ACT 2600",Canberra,,,Nexus APAC,https://nexusapac.com.au/,-35.3114188,149.1338071
,Nexus APAC,,,"20 Bond St, Sydney NSW 2000",Sydney,,,Nexus APAC,,-33.864385,151.2085264
,Nirtek Pty Ltd,,,"75 Commercial Road, Melbourne, Victoria, 3004, Australia",Melbourne,,,Nirtek Pty Ltd,http://www.nirtek.com.au/,-37.84576955,144.9833518
Clinical trials of Advanced Medicines,NKarta Therapeutics,,https://www.nkartatx.com/,,,,,,https://www.nkartatx.com/,46.3144754,11.0480288
Institutions treating patients with CGT pharmaceuticals,Novartis Investigational sites,,"CAR T, GT SMA",,"Melbourne, Sydney, Brisbane, Perth",Dr Ian Woodcock/Melbourne,Dr Ian Woodcock/Melbourne,,,46.3144754,11.0480288
Commerical providers of Advanced Medicines,Novartis Pharmaceuticals Australia Pty Ltd,In-vivo gene therapies  Zolgensma and Luxtura. Imlygic cancelled 2021. Ex-vivo gene/cell therapy Kymriah.,,"54 Waterloo Rd, Macquarie Park NSW 2113",Sydney,,Monique Jonson,,,-33.783044,151.124779
Clinical CRO,Novotec,,https://novotech-cro.com/,"Level 19, 66 Goulburn Street, Sydney Australia",Sydney,,,,https://novotech-cro.com/,,
,Noxopharm,,,"Suite 71, 159 Ridgecrop Drive, CASTLE HILL NSW 2154",Sydney,,,Noxopharm,https://www.noxopharm.com/site/content/,,
Government representatives,NSW,,Health and Medical Research,,,Senior Medical Advisor,Laura Collie,,,46.3144754,11.0480288
Government representatives,NSW,,Health Infrastructure,,,"Project Director, NSW VVMF Facility",Phillip King,,,46.3144754,11.0480288
,NSW Government,,,,,,,NSW Government,http://investment.nsw.gov.au/,46.3144754,11.0480288
Cell and Tissue repositories,NSW statewide biobank,,,,Sydney,,Jenny Byrne,,,46.3144754,11.0480288
Supporting initiatives,NSW Stem Cell Network,professional community with an interest in the potential of stem cells to improve the human condition.,https://www.stemcellnetwork.org.au/,,,,Rachel Shparberg,,https://www.stemcellnetwork.org.au/,46.3144754,11.0480288
,Nucleus Network,,,"Level 5, Clive Berghofer Cancer Research Centre (CBRC Building), 300C Herston Rd, Herston, Queensland, 4006 Australia",Brisbane,,,Nucleus Network,http://www.nucleusnetwork.com.au/,,
,Nutromics,,,"420 Victoria St, Brunswick VIC 3056",Melbourne,,,Nutromics,https://www.nutromics.com/,-37.7665943,144.9566828
,Nutromics,,,"9276 Scranton Rd, San Diego, CA 92121, USA",,,,Nutromics,,32.891893,-117.202388
,Nyrada Inc,,,"Suite 2, Level 3, 828 Pacific Highway, Gordon NSW 2072. AUSTRALIA",Sydney,,,Nyrada Inc,https://www.nyrada.com/site/content/,,
,Obatica Pty Ltd,,,"Level 1, 1-5 Link Road, Zetland 2017, Sydney NSW. Australia",Sydney,,,Obatica Pty Ltd,https://obatica.com/,,
,Oculus BioMed Ltd,,,"Level 19, 390 St. Kilda Rd, Melbourne, VIC, 3004",Melbourne,,,Oculus BioMed Ltd,https://oculusbiomed.com.au/,,
,OFX *special member discount,,,"Level 19, 60 Margaret Street, Sydney NSW 2000 Australia",Sydney,,,OFX *special member discount,https://www.ofx.com/en-au/?pid=15355,,
Institutions treating patients with CGT pharmaceuticals,Olivia Newton John Hospital,,virus specific T cells,,Melbourne,,,,,46.3144754,11.0480288
,Omico,,,"Hilmer Building (E10), Union Rd, UNSW, Kensington, NSW, 2052 Australia",Sydney,,,Omico,https://www.omico.com.au/,,
,On Q Recuitment,,,"Level 4, 69 Christie Street, St Leonards, NSW 2065",Sydney,,,On Q Recuitment,https://www.onqrecruitment.com.au/,,
,OncoRes Medical Ltd,,,"Suite 5 24 Leura Street, Nedlands WA 6009 Australia.",Perth,,,OncoRes Medical Ltd,https://www.oncoresmedical.com/,,
,OncoSil Medical Ltd,,,"Level 5, 7 Eden Park Drive, Macquarie Park, NSW, 2113",Sydney,,,OncoSil Medical Ltd,https://www.oncosil.com/,,
,OncoSil Medical Ltd,,,"OncoSil Medical Europe GmbH, Kurfuerstendamm 195/3rd Fl., 10707 Berlin",,,,OncoSil Medical Ltd,,,
Funding sources,OneVentures Pty Ltd,,https://one-ventures.com.au/,"Suite 13/02/179 Elizabeth St, Sydney NSW 2000 Australia",Sydney,,,,https://one-ventures.com.au/,,
,OneVentures Pty Ltd,,,"17/31 Queen St, Melbourne VIC 3000, Australia",Melbourne,,,OneVentures Pty Ltd,,,
,Opthea Limited,,,"Suite 0403, Level 4, 650 Chapel Street, South Yarra, Victoria 3141 Australia",Melbourne,,,Opthea Limited,http://www.opthea.com/,,
,OptiScan Imaging Ltd,,,"16 Miles Street, Mulgrave, Melbourne VIC 3170, AUSTRALIA",Melbourne,,,OptiScan Imaging Ltd,https://www.optiscan.com/,-37.9234007,145.1515772
,OptiScan Imaging Ltd,,,"3828 Kennett Pike, Suite 212, Greenville, DE 19807, USA",,,,OptiScan Imaging Ltd,,,
,OptiScan Imaging Ltd,,,"221 1st Avenue SW, Suite 610, Rochester, MN 55902, USA",,,,OptiScan Imaging Ltd,,,
,Oroborus Pty Ltd,,,"37 Kent Street, Woolloongabba Queensland 4102, Australia",Brisbane,,,Oroborus Pty Ltd,https://oroborus.com.au/,-27.498964,153.0316378
Companies developing Advanced Medicines,Orthocell,autologous tendon stem cell therapy,www.orthocell.com,"Building 191 Murdoch University, South Street, Murdoch. WA 6150",Perth,,Paul Anderson,,www.orthocell.com,,
Commerical providers of Advanced Medicines,Orthocell,cell therapy Ortho-ACI,,"Building 191 Murdoch University, South Street, Murdoch. WA 6150",Perth,,,,,,
TGA licensed GMP facilities (and process development),OrthoCell Ltd,,,,Perth,,,,,46.3144754,11.0480288
Other RM product developers,Osteopore,bioresorbable implant,https://www.osteopore.com/,,Perth,,,,https://www.osteopore.com/,46.3144754,11.0480288
,Pakair Cargo Specialists Pty Ltd,,,"9 Duigan Drive, Moorabbin Airport, VIC 3194 Australia",Melbourne,,,Pakair Cargo Specialists Pty Ltd,https://www.pakair.com.au/,-37.9830058,145.0948855
,Paradigm BioPharmaceuticals Ltd,,,,,,,Paradigm BioPharmaceuticals Ltd,https://paradigmbiopharma.com/,46.3144754,11.0480288
,Parexel International Pty Ltd,,,"2520 Meridian Parkway,, Durham, NC 27713",,,,Parexel International Pty Ltd,https://www.parexel.com/,35.9115293,-78.8975891
TGA licensed GMP facilities (and process development),Patheon by Thermo Fisher,GMP licenses are for biologics not for cell therapy or gene therapy production yet,,Brisbane,,,,,,-27.4689682,153.0234991
,Patrys Ltd,,,"Level 4, 100 Albert Road, South Melbourne VIC 3205 Australia",Melbourne,,,Patrys Ltd,http://www.patrys.com/,,
Commercialisation strategy,Paul Fennessy Advisory,,https://www.linkedin.com/in/paul-fennessy-a559061a/?originalSubdomain=au,,Melbourne,,Paul Fennessy,,https://www.linkedin.com/in/paul-fennessy-a559061a/?originalSubdomain=au,46.3144754,11.0480288
Supporting initiatives,PDA Australian chapter,"International community of scientists advancing pharmaceutical technology by connecting people, science and regulation.",https://www.pda.org/chapter-detail/asia-pacific-australia,,,,Micheal Schafferius,,https://www.pda.org/chapter-detail/asia-pacific-australia,46.3144754,11.0480288
Advanced Medicine tools providers - with physical presence in Australia,Peprotech,,,,,,,,,46.3144754,11.0480288
Advanced Medicine tools providers - with physical presence in Australia,Peprotech (purchased Thermo),cGMP recombinant proteins,,,,,,,,46.3144754,11.0480288
,Percheron Therapeutics Limited,,,"L30, Collins Place, 35 Collins Street, Melbourne, VIC 3000 Australia",Melbourne,,,Percheron Therapeutics Limited,https://percherontx.com/,,
,Perennial Partners,,,"Aurora Place, Level 27, 88 Phillip Street Sydney NSW 2000",Sydney,,,Perennial Partners,https://perennial.net.au/,,
,Perennial Partners,,,"Level 14, 55 Collins Street, Melbourne VIC 3000",Melbourne,,,Perennial Partners,,,
,Perennial Partners,,,"Level 38, 71 Eagle Street Brisbane QLD 4000",Brisbane,,,Perennial Partners,,,
Institutions treating patients with CGT pharmaceuticals,Peter MacCallum Cancer Centre,,"CAR T, allo CAR T, allo CAR NK","305 Grattan St, Melbourne VIC 3052",Melbourne,"Jane Oliaro, Michael Dickinson, Simon Harrison, Dominic Wall","Jane Oliaro, Michael Dickinson, Simon Harrison, Dominic Wall",,,-37.7999274,144.9562153
Approved commercial treatment centres,Peter MacCallum Cancer Centre,,Kymriah for relapsing/refractory acute lymphoblastic leukaemia in those aged 25 and under,"306 Grattan St, Melbourne VIC 3052",Melbourne,,,,,-37.8002971,144.9628453
Approved commercial treatment centres,Peter MacCallum Cancer Centre,,Kymriah for relapsing/refractory adult diffuse large B-cell lymphoma,"307 Grattan St, Melbourne VIC 3052",Melbourne,,,,,-37.8002971,144.9628453
Approved commercial treatment centres,Peter MacCallum Cancer Centre,,"Yescarta, for treating relapsing/refractory adult diffuse large B-cell lymphoma","308 Grattan St, Melbourne VIC 3052",Melbourne,,,,,-37.8002971,144.9628453
Approved commercial treatment centres,Peter MacCallum Cancer Centre,,"Tecartus, for treating relapsed/refractory mantle cell lymphoma","309 Grattan St, Melbourne VIC 3052",Melbourne,,,,,-37.8002971,144.9628453
INTERNATIONAL BUT KNOWN TO SPONSOR,Pfansteihl,"cGMP produced, high purity, injectable grade excipients and bioprocessing solutions",https://pfanstiehl.com/,,,,Hem Sunder Reddy,,https://pfanstiehl.com/,46.3144754,11.0480288
Clinical trials of Advanced Medicines,Pfizer,,,,Sydney,,Louise Graham,,,46.3144754,11.0480288
Supporting initiatives,Pharmaceutical Society of Australia,"Government-recognised peak national professional pharmacy organisation representing all of Australias 37,000+ pharmacists working in all sectors and across all locations.",https://www.psa.org.au/,,,,,,https://www.psa.org.au/,46.3144754,11.0480288
,PharmAust Limited,,,"Level 4, 96-100 Albert Road, South Melbourne VIC 3205",Melbourne,,,PharmAust Limited,https://www.pharmaust.com/,,
,Pharmsite Pty Limited,,,,,,,Pharmsite Pty Limited,http://www.pharmsite.com.au/,46.3144754,11.0480288
Process development only facilities,Phenomics Australia,,https://phenomicsaustralia.org.au/,,Canberra,,,,https://phenomicsaustralia.org.au/,46.3144754,11.0480288
,Phillips Ormonde Fitzpatrick,,,"Level 16 333 Collins Street, Melbourne VIC 3000",Melbourne,,,Phillips Ormonde Fitzpatrick,http://www.pof.com.au/,,
,Phillips Ormonde Fitzpatrick,,,"Suite 15.02 Level 15 4-6 Bligh Street, Sydney NSW 2000",Sydney,,,Phillips Ormonde Fitzpatrick,,,
,Phillips Ormonde Fitzpatrick,,,"Level 3 74 Pirie Street, Adelaide SA 5000",,,,Phillips Ormonde Fitzpatrick,,,
,Phillips Ormonde Fitzpatrick,,,"Building NP, ManuFutures, Deakin University, 75 Pigdons Road, Waurn Ponds VIC 3216",,,,Phillips Ormonde Fitzpatrick,,,
,Phillips Ormonde Fitzpatrick,,,"PO Box 79, Woodbridge TAS 7162",,,,Phillips Ormonde Fitzpatrick,,,
,Piper Alderman,,,"Level 23, Governor Macquarie Tower",Sydney,,,Piper Alderman,http://www.piperalderman.com.au/,,
,Planet Innovation Pty Ltd,,,"Level 23, Governor Macquarie Tower, 1 Farrer Place, Sydney NSW 2000",Sydney,,,Planet Innovation Pty Ltd,http://www.planetinnovation.com.au/,,
,Planet Innovation Pty Ltd,,,"Level 23/459 Collins St, Melbourne VIC 3000",Melbourne,,,Planet Innovation Pty Ltd,,,
,Planet Innovation Pty Ltd,,,"Riparian Plaza, level 26/71 Eagle St, Brisbane City QLD 4000",Brisbane,,,Planet Innovation Pty Ltd,,,
,Planet Innovation Pty Ltd,,,"16/70 Franklin St, Adelaide SA 5000",Adelaide,,,Planet Innovation Pty Ltd,,,
,Planet Innovation Pty Ltd,,,"Exchange Tower, Level 27/2 The Esplanade, Perth WA 6000",Perth,,,Planet Innovation Pty Ltd,,,
,PolyActiva Pty Ltd,,,"77 Crown Street, Richmond VIC 3121 Australia",Melbourne,,,PolyActiva Pty Ltd,https://polyactiva.com/,-37.8167118,145.0089316
,PolyActiva Pty Ltd,,,"C/O MIPS, 381-399 Royal Parade, Parkville VIC 3052 Australia",Melbourne,,,PolyActiva Pty Ltd,,,
Other RM product developers,Polynovo Ltd,biocompatible polymers - dermal tissue,https://au.polynovo.com/,"2/320 Lorimer Street, Port Melbourne, Victoria 3207 Australia",Melbourne,,,,https://au.polynovo.com/,-37.8296273,144.9008878
,Premier Research Australia Pty Ltd,,,"Ground Floor, 23 Milton Parade, Malvern VIC 3144",Melbourne,,,Premier Research Australia Pty Ltd,http://www.premier-research.com/,,
,Premier Research Australia Pty Ltd,,,"3800 Paramount Parkway Suite 400, Morrisville, NC 27560",,,,Premier Research Australia Pty Ltd,,,
Companies developing Advanced Medicines,Prescient Therapeutics Limited,CAR T,https://ptxtherapeutics.com/,"Level 4, 100 Albert Road, South Melbourne VIC 3205",Melbourne,,Steven Yatomi-Clark,,https://ptxtherapeutics.com/,,
,Prime Accounting and Business Advisory Pty Ltd,,,"Level 17, HWT Tower, 40 City Road, Southbank VIC 3006",Melbourne,,,Prime Accounting and Business Advisory Pty Ltd,http://www.primefinancial.com.au/,,
,Prime Accounting and Business Advisory Pty Ltd,,,"Suite 3, Level 3, 1 Bligh Street, Sydney NSW 2000",Sydney,,,Prime Accounting and Business Advisory Pty Ltd,,,
,Prime Accounting and Business Advisory Pty Ltd,,,"Level 6/100 Creek Street, Brisbane QLD 4000",Brisbane,,,Prime Accounting and Business Advisory Pty Ltd,,-27.4636472,153.0279861
